idx,ans,blc,imaginal-activation,visual-activation,stim,response,rt
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.566
29300,0.4,3.0,2.0,3.0,RIGHT,0,0.40100002
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.40100002
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.44500017
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30900002
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30999994
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30599976
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3369999
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.43500042
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31499958
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30700016
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30700016
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30400085
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.29800034
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31299973
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30999947
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.41500092
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31099892
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3180008
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31500053
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30799866
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30800056
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3029995
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3010006
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.47800064
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.29999924
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30900192
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30999756
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.4300003
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31299973
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3009987
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.42500305
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3069992
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30799866
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.29700089
29300,0.4,3.0,2.0,3.0,RIGHT,0,0.53699875
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.42100143
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.5289993
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31200027
29300,0.4,3.0,2.0,3.0,RIGHT,0,0.41799927
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.40800095
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.29999924
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3160019
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31200027
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.44299698
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3010025
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.2989998
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30999756
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30099487
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30599976
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30400085
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31100464
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.41099548
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30900574
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3089981
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.29999542
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30200195
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.2990036
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31700134
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30599976
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30299377
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3180008
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3120041
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3069992
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30599976
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.6669998
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3030014
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3069992
29300,0.4,3.0,2.0,3.0,RIGHT,0,0.5339966
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.41500092
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31300354
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.42900085
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31399536
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3089981
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.43400574
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.42399597
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31700134
29300,0.4,3.0,2.0,3.0,RIGHT,0,0.538002
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.40999603
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.33499908
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.31500244
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30799866
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3120041
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3129959
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30400085
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30400085
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3089981
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.32099915
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3180008
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3120041
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3149948
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.3500061
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30199432
29300,0.4,3.0,2.0,3.0,RIGHT,1,0.30599976
