idx,ans,blc,imaginal-activation,visual-activation,stim,response,rt
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.546
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29900002
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29900002
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.296
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29799986
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29799986
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29699993
13300,0.4,5.0,2.0,1.0,RIGHT,0,0.50099945
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.39800072
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29699993
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29599953
13300,0.4,5.0,2.0,1.0,RIGHT,0,0.40100002
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.3959999
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.3010006
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.2989998
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29699898
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29700089
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29800034
13300,0.4,5.0,2.0,1.0,RIGHT,0,0.5019989
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.39700127
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29800034
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.30200005
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29599953
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29699898
13300,0.4,5.0,2.0,1.0,RIGHT,0,0.39699936
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.39500046
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29599762
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29600143
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.3979988
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29600143
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29800034
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29599762
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29600143
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29800034
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.2989998
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29800034
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29600143
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.29699707
13300,0.4,5.0,2.0,1.0,RIGHT,1,0.40400314
