idx,ans,blc,imaginal-activation,visual-activation,stim,response,rt
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.902
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.41400003
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30500007
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.5180001
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.32200003
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.40700006
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.40400028
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.4069996
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30900002
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.43099976
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.4430008
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30899906
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.31200027
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.31500053
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.39999962
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.42200089
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.41699982
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.44199944
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.42300034
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.5849991
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.53499985
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.40000153
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.41699982
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.40699768
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30000305
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30599976
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.31200027
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.5319977
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.5230026
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.5169983
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.3260002
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.31000137
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.40899658
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.4280014
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.4109993
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.41500092
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.30400085
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.42499924
47800,0.4,3.5,0.5,5.0,RIGHT,0,0.40800095
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.41399765
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.3050003
47800,0.4,3.5,0.5,5.0,RIGHT,1,0.31299973
